Id,Label,description,timeset,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UCPB_5Tgob69oDhX0D7oKD3Q,ちゐ給食Channel,給食の仕事に就いて20年経ちました。調理方法は様々なので、一つのやり方として動画を観てもらえると幸いです。,2019-04-15T15:01:03Z,44512,319,False,67
UCmpuIDDF9WL_w-MXYyZRzFg,Party Kitchen - パーティーキッチン,"Party Kitchen(パーティーキッチン)は、エッジニア所属のロシアン佐藤と料理好きのメンバーたちが「”食”をもっと楽しめる動画を世界にも届ける」をテーマに長く愛される食のメディアを目指していきます！

◆ シリーズ
◯ めぐみんの心尽くしごはん
○ ざわわのじたんで簡単
◯ お菓子のじかん - Time for sweets
◯ ロシアン佐藤のBIG!なレシピ
○ Cooking ASMR
etc

など、「誰かに料理を振るまいたい！」と思ってもらえるような、そんな動画をつくっています🎉

◆ メンバー　
　吾郷ちゃん / めぐみん / ざわわ /ロシアン佐藤

Party Kitchen is cooking video media found by Russian Sato and EdgeneerLLC's cooking experts with the motto, ""We want to create contents making cooking fun! ""
At Party Kitchen, we offer recipe videos, which make cooking fun, with the main theme, ""Make your cooking fun both when you cook by yourself and with other people""
we upload new various kinds of videos about everyday recipes, sweet recipes by ex-patissier, party recipes for weekends, how-tos, and kitchen gadgets🎉


各種ビジネスに関するお問い合わせは下記公式ページを御覧ください。
For business inquiries, please check out our official website linked below.
◇Web
https://partykitchen.jp
◇Edgeneer LLC
https://edgeneer.com",2017-03-16T08:22:02Z,48110782,574000,False,635
UC-YKdu2l7FkGAx8J9wHmnnA,りーめいLǐmei,"こんにちは★リーメイです！
食事動画をあげています( ´∀｀)
私のチャンネルでは主に
２種類の動画をあげています★
•【Eating sounds】-咀嚼音動画
•【TALKING】-喋りながら食べる動画
趣味で動画をあげているレベルなので
本格的じゃないです(￣▽￣)
なのでいい意味でいえば自然体。
悪い意味でいえば雑、適当。笑
なので、かるい感じで観てください(*´-`)
もし少しでも気に入っていただけたら
グッドボタン＆チャンネル登録
お願いします(((o(*ﾟ▽ﾟ*)o)))♡

《説明》
動画でよく出てくるコビとは
子供のことです(*´꒳`*)

年齢非公開。笑",2016-12-24T13:25:27Z,68603210,107000,False,601
UC4Ur12dkWu7eS2EPP45jgog,Chaiグルメ,日々お客さまのネイルの動画になります♥️( ◉◞౪◟◉),2018-12-09T10:14:39Z,121,0,False,1
UCOEciAuGGg8vpcMcYGxZoGQ,アンジャッシュ渡部チャンネル,"コメント欄に渡部に語って欲しいこと、やって欲しいこと等のリクエストを書き込んでください！宜しくお願いします！！

▼コラボのお誘いなどありましたら、こちらのアドレスまでお願いします！
wednesday0000webnesday@gmail.com

〜渡部建プロフィール〜

【生年月日】
S.47.9.23生

【血液型】
O型

【出身地】
東京都八王子市

【趣味・特技】
夜景鑑賞士3級、日本さかな検定3級、高校野球検定・ダイエット検定、恋愛心理学、食べ歩き ：食べ歩きブログ「わたべ歩き」、野球観戦（高校野球・阪神）

【レギュラー】
◇NHK「ココロ部」（アンジャッシュ）、「しごとの基礎英語」MC（渡部）
◇テレビ東京「所さんの学校では教えてくれないそこんトコロ！」
（アンジャッシュ）
◇千葉テレビ「白黒アンジャッシュ」
◇日本テレビ「ヒルナンデス!」（渡部）・「行列のできる法律相談所」 (渡部)
◇TBS「王様のブランチ」MC（渡部）、「名医の太鼓判」MC（アンジャッシュ）
◇テレビ朝日「相葉マナブ」(渡部) 、「地球の走り方」MC（アンジャッシュ）
◇フジテレビ「LoveMusic」MC(渡部)、「FNS歌謡祭」MC（渡部）
◇J-WAVE「GOLD RUSH」MC（渡部）
【ブログ】アンジャッシュ渡部ブログ “わたべ歩き”
【CM】フマキラー、帆風、フルキャスト、ソーダストリーム、ロッテ、NewsTV、オイシックス 他

▼YouTube上の問い合わせ
dml@webnesday.net

VIDEO by Digital Media Label",2019-12-21T15:47:17.335434Z,7507529,68400,False,52
UC4arQnli3ffEuCSrSgAD_Ug,大愚和尚の一問一答/Osho Taigu’s Heart of Buddha,"【苦しみを 希望に変える 心の処方箋】

「大愚和尚の一問一答」では、人生経験豊富な大愚和尚が、仏教の視点をもって、国内外の方々から寄せられた相談にお応えします。
相談の内容は「人間関係」「仕事」「恋愛」「健康」など多岐にわたります。たとえば、

□ 職場の上司とソリが合わない。
□ 学校でのイジメに悩んでいる。
□ 仕事のモチベーションが上がらない、
□ 失恋後も彼のことが忘れられない。
□ 難病を患っていて生きる望みがない。

視聴者の方々からは、「私もまさにその問題で悩んでいました！」「勉強になりました！」など多くの喜びの声が届いています。ぜひ一度ご覧ください。そして、もし、お知り合いで悩んでいる方がいたらシェアしてあげてください。

【プロフィール】大愚 元勝（たいぐ げんしょう）

　昭和47年8月生まれ。宗教法人福厳寺住職。慈光グループ代表。空手家、セラピスト、社長、作家など複数の顔を持ち「僧にあらず俗にあらず」を体現する異色の僧侶。僧名は大愚（大バカ者＝何にもとらわれのない自由な境地に達した者の意）。

【企画・撮影・編集】

このYouTube番組の企画・撮影・編集はナーランダ出版が行なっています。",2014-08-04T03:20:20Z,62223781,321000,False,483
UCUTgXNqRBqR33D5q10DfQXw,テイコウペンギン,"どうも、ペンギンです。
ブラック企業で働く同僚のパンダとYouTuberをやっています。
たまに出てくるモニターは上司です。
人気になれば、グッズとかも出るかもしれないので応援お願いします。


問い合わせやお仕事のご依頼はここ
teikoupenguin@gmail.com

▼チャンネル登録しない理由があるのか？
http://bit.ly/2FNW81H
▼最新情報はTwitterで発信してるぞ
https://twitter.com/teikoupenguin

【グッズはここから】
▽LINEスタンプ
http://bit.ly/2tZgT3h
▽書籍
https://amzn.to/2TMSb4I

コメントか #テイペン でツイートしたらペチペチするぞ。",2019-01-06T10:45:15Z,453756062,798000,False,428
UCO3gOWCjoz9aeXdSUt6Fhmw,Yusaku Maezawa,"こちらは前澤友作のYouTubeチャンネルです
今後、さまざまな取り組みにチャレンジしていきます！

チャンネル登録よろしくお願いします

This is Yusaku Maezawa’s YouTube Channel.
We plan on sharing with you all the interesting challenges MZ encounters!

Please subscribe!


VIDEO by ONE MEDIA",2019-11-28T17:34:53.60382Z,22782994,491000,False,27
UCJVhYVpUAhwjt0BnWjJ3rvw,MUSIC RICE,,2018-02-11T13:09:01Z,739,13,False,45
UCaU5DB-ctGvNiNHRmG905Mw,東雲紫華の暮らしch,"雪の降る所に住んでいるアラフィフ紫華です。
夫、子供あり。
愛犬2匹
：ポメラニアン♂️(13才)
：父フレンチブルドック
　母トイプードルの
　ミックス犬♀️(13才)　
・
20年前～原因不明の全身疼痛発症
12年前にある事情で借金を背負う→工場派遣(日勤夜勤)激務→貧困生活8年後借金を完済→工場派遣(日勤夜勤)激務
2020年10月～心身共に壊れる
2020年12月～派遣切りされ無職になる　療養治療中
・
貧乏でも低収入でも底辺でも病気を抱えていても何度も何度も谷底に突き落とされてもアラフィフ紫華は生きていかなければならないのです。食べれることは生きること！生きている奇跡に感謝して!共感していただけましたら【チャンネル登録】していただけると励みになります🌈🌷
・
スマホだけの撮影、編集、更に動画初心者なので上手く撮れていないと思いますが暖かい目で応援してもらえると励みになります🌺",2020-08-20T02:37:50.838237Z,43678,0,True,40
UCQGVzUNv0UTn-t0Xzd06E4Q,Wecook123 料理123,"即時follow料理123
馬上訂閱按讚加追蹤❤

🍴 料理123官網：http://www.wecook123.com
🍴 Youtube頻道：https://goo.gl/MQkaEM
🍴 Facebook粉專：https://www.facebook.com/wecook123/
🍴 Instagram：https://www.instagram.com/wecook123123/",2015-11-20T10:20:28Z,44266631,394000,False,1469
UC__ig9-i-aMc-53vo1_Dr9Q,北のグルメエンタメchだいちゃんねる,"コンテンツは大きく分けて３種類です
【アマチュア女子ボクシング公式戦１勝するまでやめれまてん】
ボクシング素人のあさちゃんが育っていくストーリーです。初めはコロナの影響で川でトレーニングを始め今はジムでトレーニングですがプロボクサーやジムの会員さん、友達や街の人々と絡みながら強くなっていきます。是非成長をご覧ください
【グルメ系企画】
北海道の新鮮食材をBBQしたりお家で謎の裸でエプロンでcookingをする『筋肉クッキング』も好評いただいてます
食テロ系グルメ動画なので美味しい食べ物を知りたい方は是非ご覧ください
【美容系動画】
美容系の知り合いが多いので、実際に施術を受けながら勉強しつつ面白おかしく動画作ってます
新しい発見が多いので好奇心が強い方は是非ご覧になってみてください",2020-04-28T05:12:23.900963Z,58460,528,False,67
UC4-nB4TnNJxSnDBhh8S2FUw,チャンネルにょんたん,"猫や旅行、観光、景色の動画を上げていきたいと思います😊

再生リスト
旅行、猫シリーズで分けてありますのでよかった見てください😽💖
旅行は群馬県が多めです😊

猫動画と旅行、観光系をだいたい交互にアップしたいと思います☺️

2020.11月から不定期配信になりますが登録してくださると配信速度がアップするかもです😽💖

ニャンズの紹介😼🐾
名前はハチワリ君がウニ（オス）で黒が多い方がブリことチキータちゃん（メス）です🤗
ウニは3歳でチキータは17歳の婆ちゃん猫です🐱💦


Twitter名        にょんたん


I've posted a travel video and a cat video.😺
Recently, I can't go on a trip, so there are a lot of cat videos.
If you like animals, please be friends😻

Introducing travel and cats

まだまだ制作中ですのでよかったら登録お願いします🤗

https://www.youtube.com/channel/UC4-nB4TnNJxSnDBhh8S2FUw",2020-04-09T02:44:30.056316Z,28958,1230,False,52
UCukd5iebZS860ResjRpl2Og,kai『おうちごはんとお弁当』 ponpon cookingCH,"ponpon cookingCHのkaiです☺

日々の料理 お弁当をメインに時々お掃除や朝家事などをupしてます‼️
献立に悩んだとき見ていただけたら嬉しいです😆
どこにでもある材料 調味料で節約レシピや時短レシピ 簡単レシピなので楽しくお料理できます💓


ストウブ大好き💓
鋳鉄鍋大好き💓


チャンネル登録してもらえると嬉しいです💗


Instagramでは時々ですがお料理liveもやってるので良かったらそちらの方もフォローしてもらえるとなお嬉しいです☺

COOKPADでは✧kai✧の名前でレシピupしてます👩🏻‍🍳
Instagram↓ 
http://instagram.com/ss.kai
COOKPAD↓
https://cookpad.com/kitchen/2317633
アメブロ↓
https://ameblo.jp/kaikaisuzu
愛用中の調理器具など↓楽天roomに載せてます🍳 
https://room.rakuten.co.jp/kaichiko

#料理 #お弁当 #献立 #簡単レシピ #節約レシピ #お弁当レシピ #主婦 #暮らし #ストウブ",2013-01-18T08:50:33Z,6246491,22400,False,1213
UCRgtwF4ty5Bllv_oeSrKQgQ,mokologue,"Enjoy cooking! You can see recipes of Mokologues which easy cooking, original dishes, healthy dishes and sweets, of course Japanese cuisine too.
Mokologueのクッキングレシピでは簡単・ヘルシーな料理からオリジナル料理、お菓子などもちろん日本料理も紹介しています。",2014-09-16T18:26:37Z,224010,663,False,183
UCfvjjkahA6lpjxvqiVQxK8A,だいいち!,,2019-04-11T07:54:46Z,30613185,131000,False,86
UCRP_CG9VWSEfdCo1dJK1o6Q,Kの人気グルメ巡り,"個人で趣味の食べ歩きをしています。
写真も動画撮影も趣味レベル(勉強中)ですが
せっかくやるからにはよりリアルによりおいしそうに見えるよう
追求していきたいと思います。
動画編集が思ったよりも大変で四苦八苦していますが
月3～4本のペースで公開できるよう頑張りたいと思います。
何卒よろしくお願いいたします。

※街歩きは除く個別のお店の撮影は事前にお店の許可を得た上で行っています。極力混み合う時間帯や曜日を避けて訪問するようにしています。


当チャンネルの動画は下記の4パターンの構成で作られています。

1.実食レポ動画＝10分～30分（長編）

2.料理紹介のみ＝数分（短編：1.の実食レポが長すぎて見れない方のために料理紹介のみ抜粋した物です）

3.店まで歩く映像＝時間は距離によってまちまちです。1.より抜粋されている場合もあります。実食レポを作る時間がなく店まで歩く映像のみが公開されている場合もあります。

4.孤独のグルメロケ地巡礼映像＝単なる遊びです。(笑)


※動画制作の状況や予定につきましてはTwitterへ随時投稿しております。
チャンネル登録の方もお願いします！
http://www.youtube.com/channel/UCRP_CG9VWSEfdCo1dJK1o6Q?sub_confirmation=1



Go around popular gourmet in Japan.

I am eating and eating hobbies individually.
Although photography and movie shooting are also a hobby level, I would like to pursue it to look more delicious than it looks more realistic.
  I would like to do my best to make it available at one to two weekly pace.
Though it is a channel I just made, I appreciate your kindness.
Thank you for registering your channel.

89-14",2018-03-16T19:21:14Z,2952150,3100,False,140
UCuhPVNbY5AATKsU5RSEhbCQ,【上越YG】山澤 礼明,,2013-04-26T09:44:18Z,75268975,364000,False,442
UCem4eaCUWu-Wzp8ZuLQeFwg,ポケットウィズ,"３人組のYouTuber！皆と仲良くなれる動画作りを頑張ります！！！チャンネル登録して貰えたら嬉しいです^ ^

■ツイッターはこちら
■おにさんのTwitter
https://twitter.com/onisan0607
石丸のTwitter
https://twitter.com/ishima_ru777
さとん。のTwitter
https://twitter.com/satontomon

■インスタはコチラ↓
https://www.instagram.com/onisan0607/?hl=ja
■ミクチャはコチラ↓
https://mixch.tv/u/8905978

■コラボ・依頼のご連絡はこちらです
yuumail0607@gmail.com",2012-09-20T15:22:06Z,211346046,564000,False,208
UCZgfI8evkWNakxE3iKwHEJQ,みきパラ,自由  チャンネル,2017-11-20T02:15:14Z,178418,1190,False,180
UCgFM_SE3g27lgIhds16a_oA,ハゲのへたくそ料理runnyrunny999,"Hello! Thank you so much for checking my channel! You can call me either runny or taro. I want to share foods that is EASY to make at home. I also want to share some items in Japan such as instant foods' products, candies, snacks...etc. I'm not chef but I love to cook for myself. You can always give me an opinion or some advice when I do something wrong in the video. I hope you can enjoy my videos!  
　
料理は下手です。ハゲです。年老いです。思考回路は12歳くらいです。料理チャンネルです。1年中スキー場に出没です。志賀高原エリアが好きです。MTBダウンヒルが好きです。スノーボードが好きです。日帰り旅行が好きです。焼きまんじゅうが好きです。ピザが好きです。かつ丼が好きです。ビッグマックが好きです。食パンが好きです。目玉焼きが好きです。キュウリが好きです。トマトが好きです。果物が好きです。SUBARUが好きです。洗車が好きです。ゲームが好きです。ゲームが下手です。趣味が多すぎです。いい加減にしてほしいです。ストレートです。男として立派な変態です。いろんな意味で最強です。よろしくです^0^",2008-06-06T15:24:33Z,53463731,439000,False,404
UCdTUWgO1EW15EYzyQzJlZDg,たかのりさんちゃんねる,私の人生の1部をYouTubeに投稿してます。興味がある方は是非チャンネル登録をお願いします。,2019-09-20T05:22:14Z,22011,30,False,201
UCrGePjsnPeO5_JYQJGFNXmg,越後妻有の料理人タカハシ,"こんにちは！タカハシです！
この度は動画をご視聴いただきありがとうございます。
このチャンネルでは、「料理が楽しくなるような動画」をモットーに様々な動画をアップしていきたいと思います。
vlog、料理動画、トーク動画、商品レビューなどなど

【プロフィール】
１９８３年生まれ
元高校球児(2001年甲子園出場)
その後調理師学校、東京での修業を経て現在は地元新潟県で両親と和食店を経営。

【ご案内】
・コース　3000円〜 (お客様のご予算にてお作りいたします)
・定休日　不定休 (土日祝日も受付ております)
・営業時間　17:00〜22:00 (L.O21:30)  お昼は5名様より営業いたします。
・個室×1 (6名様)  小上がり(最大30名様まで)


※お問い合わせはDMまたはお電話にてお願いします(お電話の方が確実です)",2020-10-26T12:23:58.824928Z,810,11,False,23
UCucL8Ib4JOigpW0pgjI46xA,cook kafemaru,"2014年の1月末に初めて動画を投稿しました。
キャラ弁を作ってupしたことがきっかけとなり、投稿するようになりました。
最初の頃の動画は、早送りばっかりでひどいです
以前の動画を見て下さった方、ごめんなさい。
でもこのステップがあったからこれまで続けてくることが出来ました。
素人のおばさんですが、こよなくkawaiiお菓子や料理を愛します♡
すべて我流ですが、お菓子作りやお料理の楽しさを伝えられればいいなぁと思いながら、好きなものを日々作っています。",2011-12-24T15:46:27Z,232836261,1470000,False,993
UCp_RW49IudjKEw_yal7tfFw,MEGWIN,"BitStar専属クリエイター
お仕事などのお問い合わせは下記までお願いします。
https://bitstar.tokyo/contact/?inquiry=promotion",2006-05-23T16:48:48Z,1096045733,977000,False,5416
UCD3rMb0vxGzfcxsTb0J_G_g,岡山グルメ,#HarleyDavidson #ハーレー #ツーリング#ウルトラ#トライク#ソフテイル#ブレイクアウト#イベント#ブルスカ#アンアン#ミーティング#岡山#グルメ#バガー#カスタム#カスタムペイント#暴走,2014-08-03T17:44:42Z,128643,198,False,56
UCbMRLTfqFCEK1jJDWoVzxRg,Masa's Cook King Class,"YouTubeで気になったレシピや、クックパッドのレシピなどを参考に、ひたすら作っています。
撮影はiPhone11を使用しています。

【Instagram】
https://www.instagram.com/masayan_cooking/",2018-01-29T15:07:45Z,53423,188,False,32
UCnCipm5eDhDYDh5Cn0AJPyA,ダイナマイVlog,"新婚夫婦で初心者なりに料理を考えて作っています！
料理の手順や作り方など違う点があるかもしれませんが、温かい目で見守って頂けると嬉しいです☺️💕

コメントでアドバイスやリクエストなどありましたら、書いて頂けると助かります🌸

これからも料理を頑張っていきたいと思っていますのでよろしくお願いします🙇

チャンネル登録もして頂けたら物凄く嬉しいです❤️

Twitterのカウントはこちら
→ https://mobile.twitter.com/Vlog78788073",2020-04-24T03:57:26.253373Z,17877,0,True,126
UCgo6A4WwqaNazv800lxyTwg,えいちゃん【料理YouTuber】,【食】、【レシピ】、【作り方】を紹介する動画配信をしていきます。,2016-05-09T07:51:48Z,4848,17,False,13
UCtwcH4FU3-uTIXJSz94OizA,"グルメチューブ B級グルメのおいしい動画 Map,食ベログリンク付！",美味しいお店のビデオをご紹介します。(安くておいしいＢ級グルメを中心に続々と追加します！）,2011-04-18T14:18:29Z,473997,437,False,309
UCYUzHkY2meE0dmws-ESUHZw,銀座料理教室槻谷寛子,本やネットのサイト・数秒動画では分からない料理上達法のための「ウラ」にある理由、定義を丁寧に解説「新時代の料理教室！愛する人に褒められる「成功体験」が、料理を作るモチベーション！便利で安価でハイクオリティーなレッスン動画！,2018-03-30T06:03:20Z,251096,595,False,309
UCDbQblY1XASbgqOXmy6FOFQ,kobasolo,"毎週金曜19時更新!!音楽プロデューサー、ミュージシャンとして活動するコバソロが贈るエンターテイメントチャンネル!
楽曲制作、タイアップ等も承っています。

【コバソロ】
　演奏、作詞作曲、編曲、撮影、動画作成、各デザインなどすべて自身で手がけるマルチクリエイター。
「コバソロ」と検索すると自分しか出ないので名前がこれに決定。
　ライブ、YOUTUBE動画などで活動中!
無所属

I live in Japan and I make music.Everything you see + hear on my page was produced and put together by me.
Also - I absolutely love hearing feedback from you guys.. so please subscribe and leave a comment!",2008-06-30T15:34:30Z,1148557585,2750000,False,471
UCsSyUK0dmdBWnpsmy0X3KVg,所さんの97チャンネル,所さんのオフィシャルサイト『97チャンネル』のYoutubeチャンネルです。日常に遊びごころをプラスすれば、どんなことでも楽しくなる。”遊びの天才” 所さんが毎日を楽しくするヒントをこっそり動画で教えてくれます！ 所さんからのプレゼント告知などもあるので、お見逃しなく！,2019-08-09T03:19:07Z,16807642,281000,False,48
UCzb3FKu0YrdNG5CRvBl6atg,クキパパ料理チャンネル,"料理が上手に成る唯一の方法は、
美味しい物を食べてその構成要素（何でどう出来てるか）を知り、
感覚的に実行する技術を身につける事です。
どうかこのチャンネルで料理感覚を身につけ、
「一生美味しい」を楽しんでください。
※簡単な経歴※
専門学校、街場のフレンチレストラン、フランスなどで修行しています。
フランス料理店を経営していたこともあります。

メンバーシップの説明
まずメンバーシップとは月額制でメンバーになって頂いた方に特典を受けて頂けるYouTube上の機能です。

メンバーになって頂いた方への主な特典は
今後非公開にしたレシピを見ることが出来るです。
また払って頂いたメンバー費はクッキングパパチャンネルの新しい動画の制作費に当てさせて頂きます。

メンバー費は月額で
１９０円、５９０円の２種類です。
基本的に１９０円現状のサービスは受けて頂けます。
なので２種類の価格の違いは
５９０円の方がより多く制作費を応援して頂ける程度に考えて頂けると嬉しいです。
また入って頂かなくても今まで通り多くの動画は無料でみて頂けます。

次になぜこのような機能を使おうと思った理由。
これはYouTubeのシステムの問題で
再生数の少ない動画やあまり見られていない動画はYouTubeからの評価が下がり
多くの方に動画拡散するのが出来なくなるというチャンネル運営での問題があったため。

コミュニティーで１０日ほど前に非公開にする動画はアナウンスさせて頂いています。

※支払いはクレジットカードでの支払いになります。
個人情報はYouTubeとのやりとりになります。
僕が知れる情報は視聴者様のアカウント名、プロフィール写真、登録日などの情報だけなので安心して登録して下さい。
また解約はいつでも出来ます。

下にメンバーシップ登録ボタン置いています。
もしくはホーム画面からメンバーになるというボタンで入ってください。

対応が至らない点があると思いますが温かく応援して頂けると嬉しいです。

お仕事依頼は下のメールアドレスにお願いします。
kukipapa00@gmail.com

※Amazon商品の紹介はアソシエイトプログラムで商品リンクを生成しております。",2016-09-12T04:58:04Z,26302265,242000,False,123
UCVBYRQ7DK6Soi8vDOfEP7Ug,Masashi Kiyonaga,"2018年4月より動画投稿開始しました。
映像制作、映像制作指導、映像制作系の執筆などを行っています。
ずっと独学で苦労したので、動画では学んだことをできるだけ解説して同じような境遇の方の為になればと思っています。

私は映像の力を追求して、人を元気にできる良質な動画コンテンツ作りを目指しています。
皆さんはどのような映像がお好きですか？
映像制作が好きな方々といろんなコミュニケーションが取れると嬉しいです^^

お仕事の依頼は
SNSのDMよりお願いいたします。",2017-08-14T15:18:25Z,1579394,23000,False,157
UCX-1pyBRBMAQsHXeWzLQqnA,よつめもん。50万円の別荘買った、、、,,2020-08-04T02:32:55.464395Z,5335240,50300,False,34
UC0BnaTUZV4hNONEqfDMA9rw,磯野鰹 katsuo's world,"５０のキャンプ初心者です。
５０の動画編集初心者です。
ただ、愉快に楽しく・・・が伝わるといいなぁ。",2013-10-29T09:20:56Z,48349,731,False,121
UCriHYAyE5JJZ_WHV27c81rA,Black SHADOW750cc,"ご訪問頂きありがとうございます(*￣ﾟ￣)/

讃岐うどん好きなバイク乗りのチャンネルです♪
バイクはHONDAのSHADOW750ccに乗ってモトブログ風やってます♪
動画はゆるい感じで、かなり寄り道している投稿になってますが、よろしくお願い致します・・(´ε`;)
攻めるのも責められるのも苦手で更新も不定期ですが、よかったら見て楽しんで下さいｍ（ _  _ ）ｍ

チャンネル登録＆高評価していただけると嬉しいです ｖ(⌒ｏ⌒)
すでにチャンネル登録して頂いている方は、いつもご視聴ありがとうございます！

☆Twitter☆
https://twitter.com/BShadow750cc
☆Instagram☆
https://www.instagram.com/black_shadow750cc

Thank you very much for your visit.
Bike touring is introduced.
The good scenery and something good are introduced.
Please also see pretty behavior of a pet.
Please take care of channel registration.
Please subscribe ♪

它起源于日本四国的香川县。 我们送摩托车，美食和赞岐乌冬面。

일본 시코쿠의 가가 와현에서 발생하고 있습니다. 자전거와 음식, 사누키 우동을 발신하고 있습니다.",2015-12-07T11:57:27Z,1967857,3320,False,228
UClN5Dp3umxDoO9dCkzceM4A,かぐやひめ〜東北料理の美味しい居酒屋〜,"豊橋の居酒屋さん｜かぐやひめのＨＰ→http://toyohashi-izakaya.com

このチャンネルでは、豊橋の居酒屋さんのメニューやお客様の声、お客様とスタッフの楽しんでいる光景を紹介しております。
上記ＨＰの方では、東北料理のご紹介・各地の被災地応援・料理に役立つブログなどをご紹介させて頂いております。",2015-12-04T00:47:23Z,2006,19,False,12
UCySTfADQR_PCDaOhvvNUYPg,りゅうちゃんとあそぼGAMES,"【ココロマンちゃんねる】のゲーム実況チャンネルです。
●フォートナイト
●LINEツムツム
●マインクラフトPE
●スプラトゥーン（ニンテンドースイッチ）
●釣りスピリッツ
などなどココロマンファミリーでゲームの実況をします。

高評価!!チャンネル登録!!お願いします(^｡^)
編集とコメントへのお返事は「りゅうちゃん」がしております！

毎日更新（投稿本数多め）「ココロマン」で検索してね♪
他のチャンネルも見てみてね！！

●出演者●
りゅうちゃん
ひかる
ココロ
ナナタン 
ママツー
のんちゃん
ティーン

ツイッター気軽にフォローください。
面白い方大好きです。



[ note ]———————————
◆チームKのつどい〜チームKのnote
https://note.com/kokoroman
年間購読3000円で全ての記事が読めます!!
———————————————



Thank you for your viewing
Please subscribe to my channel.
",2014-09-04T03:32:57Z,47973074,74000,False,1707
UC0FFHRF1mytLDhs6nxqGIQg,岡田斗司夫,岡田 斗司夫（おかだ としお、1958年7月1日 - ）は、日本のプロデューサー、評論家、文筆家、実業家。自称オタキング（おたくの王）。株式会社オタキング代表取締役。株式会社ガイナックス代表取締役社長（初代）、東京大学教養学部講師、大阪芸術大学芸術学部客員教授などを歴任した。,2014-01-24T19:48:04Z,68485200,250000,False,1814
UCKUlE6-Ezy7CIe7PfKmIM5Q,さかなクンちゃんねる - FISH BOY - Sakana-kun,"ギョギョギョ！さかなクンです！
大学名誉博士・客員准教授／画家　として活動しております
ここではYouTuberさかなクンとして
皆様にお魚の魅力と感動、元気をお届けいたします

※更新不定期",2020-05-18T13:22:17.908261Z,6892275,160000,False,77
UCkjPpVnQcW7jYsYl9rboiWQ,お料理製作所,上等居酒屋を営んでいます。色々な料理を公開していきます。,2020-04-12T16:55:57.956969Z,855,30,False,8
UCrPCzN6HOfK7FY2NJmKBeWg,栄養チャンネル Nobunaga,"栄養チャンネルNobunagaは、「栄養素でカラダの健康を取り戻す」ことを提案したチャンネルです。

栄養を軸にして体質や症状の改善、そしてダイエットや慢性疾患の予防などに役立つ健康情報をお届けします。栄養素を細胞とミトコンドリアにきちんと届けて健康と笑顔を取り戻そう！",2019-01-13T03:26:27Z,12658908,101000,False,342
UCAqeNxn8FoDt-nO-32zdizQ,釈迦力ちゃんねるSHAKARIKI,"＃EVErebirthterror
＃EVEevebursterrorR
#イヴリバーステラー
＃サイバーパンク2077
＃プレイステーション５
＃PS5
＃プレステ５
＃オープンワールド
＃ゲーム実況
＃LIVE配信
＃オンライン飲み会
＃雑談
＃ライブ配信
＃ゲーム実況者
＃Youtuber
＃チャンネル登録お願いします
＃自己紹介
＃YouTube始めました
＃Gamelive

このチャンネルを登録してくれる人は神様ですｗ

2019年６月チャンネル登録1000人突破( *´艸｀)",2015-06-22T08:08:12Z,467733,0,True,570
UC1pU0lAuWc6CJ6I9frpsP6g,中国在住YouTube料理講師轟修治,"中国在住の料理人です。まだギリギリ日本人です！
中国の情報や見て頂く方に少しでも良い情報をお届けします！",2020-03-04T00:46:02.911066Z,347,17,False,14
UCaak9sggUeIBPOd8iK_BXcQ,きまぐれクックKimagure Cook,"愛知県在住の健全な男子です


主に【料理】【アウトドア】をメインであげていきます！

※料理経験０の主なので、大目に見てくださいね

◇2016年12月23日(金)　スタート

◇2017年1月14日(土)　チャンネル登録者10,000人突破

◇2017年  2月2日(木)　チャンネル登録者20,000人突破

◇2017年2月23日(木)　チャンネル登録者30,000人突破

◇2017年3月11日(土)　チャンネル登録者40,000人突破

◇2017年3月19日(日)　チャンネル登録者50,000人突破

◇2017年3月25日(土)　チャンネル登録者60,000人突破

◇2017年3月31日(金)　チャンネル登録者70,000人突破

◇2017年4月5日(水)　チャンネル登録者80,000人突破

◇2017年4月9日(日)    チャンネル登録者90,000人突破

☆2017年4月11日(火)　チャンネル登録者100,000人突破

☆2017年5月28日(日)　チャンネル登録者200,000人突破

☆2017年7月16日(日)　チャンネル登録者300,000人突破

☆2017年9月4日(月)　チャンネル登録者400,000人突破

☆2017年11月21日(火)　チャンネル登録者500,000人突破

☆2018年1月26日(金)　チャンネル登録者600,000人突破

☆2018年4月15日(日)　チャンネル登録者700,000人突破

☆2018年7月22日(日)　チャンネル登録者800,000人突破

☆2018年8月19日(日)　チャンネル登録者900,000人突破

♡2018年9月12日(水)　チャンネル登録者1,000,000人突破

♡2019年5月31日(金)　チャンネル登録者2,000,000人突破

♡2020年2月19日(水)　チャンネル登録者3,000,000人突破",2008-08-14T12:23:56Z,1460105294,4030000,False,565
UC2ztWHABLEe-xtVZmoZEV2A,馬券師桜花の旅行・グルメ・ドライブさぶちゃんねる,"競馬のメインチャンネル登録をお願いします → https://goo.gl/Mh7ETL 
このチャンネルは出張先や旅行先での美味しい食事やドライブの様子
郷土資料館などを訪れた様子を動画にしています。
なので動画更新頻度は不定期とさせていただいています。
",2019-07-09T16:58:46Z,13965,646,False,69
